EmployeeID;Attrition;Age;DistanceFromHome;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;TotalWorkingYears;TrainingTimesLastYear;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager;EnvironmentSatisfaction;JobSatisfaction;WorkLifeBalance;AverageDailyHours;BusinessTravel_NonTravel;BusinessTravel_Frequently;MS_Divorced;MS_Married
669;0;43;7;177790;3;18;23;3;20;9;10;4;4;4;5;0;0;0;0
670;0;36;2;27250;8;21;18;4;16;5;10;3;2;3;9;0;0;0;0
671;0;44;21;62720;1;19;10;3;10;0;5;1;4;3;5;0;0;0;1
672;1;28;2;21270;1;14;2;3;2;2;2;4;4;3;8;0;1;0;1
673;0;51;21;177790;0;17;8;3;7;7;7;2;3;2;5;0;1;0;0
674;0;30;2;20976;7;11;10;2;8;1;7;3;3;3;8;1;0;0;0
675;1;29;26;28860;3;13;10;4;7;7;7;2;3;3;7;0;0;1;0
676;0;28;1;20976;2;15;5;5;3;1;2;4;1;2;5;0;0;0;0
677;0;25;18;36220;1;22;2;1;2;2;1;4;2;2;6;0;0;0;0
678;1;32;10;42330;1;11;10;5;10;0;8;3;4;4;5;0;0;0;1
679;0;45;19;36810;3;17;22;2;1;0;0;3;2;3;5;0;1;0;0
680;1;39;26;54600;6;13;21;3;19;9;2;3;2;3;7;0;0;1;0
681;0;54;26;21870;1;18;2;1;2;2;2;1;3;3;5;0;0;1;0
682;0;32;5;96020;1;13;10;3;10;1;1;4;3;3;5;0;0;0;1
683;0;39;18;28360;0;20;6;3;5;0;3;3;1;3;6;0;0;0;0
684;0;30;9;40890;0;18;10;2;9;6;7;1;4;3;5;0;0;0;1
685;0;36;1;166270;3;12;10;5;7;1;7;4;3;3;5;0;0;0;1
686;0;46;4;26190;6;12;10;3;7;5;7;4;1;4;6;0;0;0;0
687;0;28;1;56790;0;13;10;2;9;7;5;3;4;3;6;1;0;0;1
688;0;50;20;154020;4;21;25;3;3;1;2;4;1;3;8;0;0;0;1
689;0;40;8;59850;2;13;9;1;5;1;0;4;2;3;8;0;0;0;0
690;0;52;3;25790;8;19;10;1;8;7;7;2;2;2;8;0;0;0;0
691;0;30;6;30410;1;11;9;2;9;0;8;2;1;3;9;0;0;0;1
692;0;39;26;34470;0;14;9;5;8;1;7;1;3;3;5;0;0;0;0
693;0;31;1;177790;1;12;10;1;10;9;6;4;3;2;8;1;0;1;0
694;0;41;6;27730;1;11;19;3;19;9;9;3;2;3;6;1;0;0;0
695;0;31;3;71040;1;14;3;3;3;2;2;4;2;4;7;0;1;0;0
696;0;44;5;63220;4;11;10;2;3;1;2;1;1;4;5;0;0;0;1
697;0;42;4;20976;0;12;21;3;20;2;10;3;3;2;8;1;0;0;1
698;0;54;11;83810;4;15;23;3;19;9;10;4;3;3;5;0;0;0;1
699;0;54;3;26910;6;16;28;5;7;7;7;4;2;3;6;0;0;0;0
700;0;40;1;42860;8;15;6;5;4;0;0;3;3;3;6;1;0;1;0
701;0;34;3;26590;0;22;10;2;9;1;6;4;4;2;6;0;0;1;0
702;0;40;4;94340;1;13;9;3;9;8;8;3;4;3;5;0;0;0;0
703;0;41;1;55610;0;11;10;2;9;1;7;3;1;3;6;0;1;1;0
704;0;35;1;66460;1;13;9;2;9;1;1;3;3;3;8;0;1;0;0
705;0;51;18;77250;1;13;28;2;20;0;10;3;2;3;8;0;0;1;0
706;0;38;2;107250;3;18;11;5;7;1;7;2;1;3;5;0;0;1;0
707;0;34;4;88470;1;16;10;3;10;9;6;3;1;4;5;0;0;0;0
708;0;25;6;20976;3;19;7;3;3;1;2;4;4;2;5;0;0;0;1
709;0;54;1;20976;7;13;28;3;10;5;9;3;1;2;7;0;0;0;1
710;0;40;14;33480;3;22;7;2;4;0;3;2;2;3;5;0;0;0;1
711;0;36;16;20976;2;11;17;2;15;6;10;1;1;2;5;0;1;0;1
712;0;48;2;28190;1;20;11;2;10;0;8;4;4;3;6;0;0;0;0
713;0;27;2;48510;8;18;5;2;1;0;0;3;4;3;6;0;0;0;1
714;0;51;4;40280;3;14;28;3;5;0;3;4;2;2;6;0;0;0;0
715;0;24;1;27200;1;22;1;2;1;0;0;4;4;4;6;1;0;0;0
716;0;35;1;81200;0;13;10;2;9;0;0;4;4;3;5;0;0;0;1
717;1;27;26;46470;3;17;8;3;6;0;0;4;4;3;6;0;1;0;0
718;0;54;19;46800;6;14;24;1;19;3;8;1;3;2;7;0;0;0;0
719;0;54;24;32210;4;15;28;2;19;9;9;4;2;3;8;0;0;0;1
720;0;34;1;86210;1;17;5;1;5;0;0;1;3;3;5;1;0;1;0
721;0;40;3;45770;5;11;15;3;12;9;8;2;3;3;5;0;0;1;0
722;0;34;5;45530;4;18;10;2;8;7;7;2;3;3;6;0;0;0;1
723;0;31;2;53960;7;17;3;2;1;0;0;3;4;4;6;0;1;0;0
724;0;35;1;67960;0;13;5;2;4;3;2;4;3;2;8;0;1;0;1
725;0;38;7;76250;1;15;4;2;4;0;3;4;3;3;5;0;1;1;0
726;0;34;10;74120;1;22;14;4;14;4;10;3;4;4;6;0;0;0;0
727;0;28;2;111590;1;12;5;2;5;0;4;3;1;3;5;0;0;0;1
728;1;31;15;49600;1;15;10;3;10;6;7;4;3;2;9;0;0;0;1
729;1;39;17;104750;3;11;8;3;5;1;4;1;4;4;9;0;0;0;1
730;0;51;20;148140;2;11;14;2;4;3;2;2;2;3;5;0;1;0;1
731;0;41;1;177790;3;12;12;2;6;3;3;4;4;2;9;0;1;1;0
732;0;37;2;54050;7;15;8;3;6;1;3;3;3;3;9;0;0;0;1
733;0;33;2;87930;6;17;8;2;5;1;2;2;4;4;6;0;1;0;1
734;0;32;1;177790;0;12;4;3;3;1;2;3;2;2;8;0;0;0;1
735;0;39;26;38750;3;15;13;3;6;0;5;3;3;3;5;1;0;0;1
736;0;25;7;22160;2;13;6;2;3;1;2;1;3;3;6;0;0;0;1
737;0;52;2;117130;2;14;24;2;5;0;2;4;3;2;7;0;1;0;1
738;0;43;2;78610;1;14;20;1;20;1;8;1;3;1;8;0;0;0;0
739;1;27;2;37080;1;16;6;2;6;4;4;4;4;3;8;0;0;0;1
740;0;27;2;137700;1;18;8;3;8;7;7;4;3;3;8;0;0;0;0
741;0;26;2;53040;0;20;5;2;4;1;1;1;4;3;5;0;0;0;0
742;0;42;23;26420;0;13;21;3;20;0;9;3;1;3;5;0;0;0;1
743;0;52;5;27590;8;18;12;5;5;0;4;3;1;1;5;0;0;0;1
744;0;37;20;68040;4;13;8;1;3;0;2;1;3;3;6;0;0;0;0
745;0;35;6;61420;2;15;10;2;2;2;2;3;4;3;6;0;1;0;0
746;0;25;1;25000;4;14;7;2;3;0;2;1;4;2;6;0;0;0;1
747;0;26;26;63890;0;22;8;2;7;0;7;3;1;3;5;0;0;0;0
748;0;29;9;111030;1;12;10;5;10;0;9;2;1;2;5;0;0;0;0
749;0;49;6;23420;3;18;20;2;4;1;3;1;1;3;6;0;1;0;0
750;1;29;3;68110;0;15;9;2;8;7;7;3;4;3;7;0;1;0;0
751;0;54;1;22970;6;18;28;2;20;9;7;4;4;2;5;0;0;0;0
752;0;54;22;24500;3;12;28;2;9;1;5;4;1;3;9;0;0;0;1
753;0;54;7;50930;2;16;28;3;7;0;0;2;4;4;6;0;0;1;0
754;0;36;1;53090;3;13;15;5;5;0;1;1;2;3;8;0;0;0;0
755;0;31;4;30570;1;19;1;3;1;0;0;2;3;3;6;0;1;0;0
756;0;30;3;51210;7;13;8;4;3;0;2;4;1;3;6;0;0;1;0
757;0;31;1;168560;3;12;9;3;3;1;0;1;2;4;6;0;0;0;0
758;0;34;2;26860;5;11;10;3;4;1;3;4;1;3;6;0;1;1;0
759;0;31;20;61800;1;14;1;2;1;0;0;1;2;4;6;0;0;0;0
760;0;27;11;66320;0;16;6;3;5;1;4;2;1;4;6;0;0;0;1
761;0;36;1;35050;1;12;10;2;10;1;8;1;4;2;5;0;0;0;0
762;0;36;24;63970;4;14;11;3;3;0;2;3;1;2;6;0;0;0;1
763;0;47;23;62740;7;14;17;1;6;1;2;1;4;2;6;0;0;0;1
764;0;25;16;177790;3;19;6;3;3;2;2;1;1;3;6;0;0;0;1
765;0;37;8;75870;0;22;7;5;6;1;3;3;3;1;6;1;0;0;0
766;0;54;10;42580;2;16;5;2;3;1;0;1;1;4;5;0;0;0;1
767;0;47;3;43640;3;11;26;3;20;5;6;1;3;4;5;0;0;0;1
768;0;24;5;43350;1;15;5;5;5;0;3;4;3;3;8;0;0;0;1
769;0;32;4;53260;4;14;7;2;4;0;3;4;4;2;6;0;0;0;1
770;0;34;9;32800;5;13;7;3;5;0;2;4;2;2;5;0;0;0;1
771;0;41;26;54850;2;17;7;2;4;0;3;2;3;2;9;0;0;0;1
772;0;40;3;43420;3;11;11;5;8;0;7;3;3;4;5;1;0;1;0
773;1;31;16;27820;1;19;13;5;13;9;9;1;4;3;5;0;0;1;0
774;0;46;18;59800;4;11;28;2;7;4;3;1;4;4;5;0;0;1;0
775;0;39;2;43810;2;15;11;1;1;0;0;1;1;4;8;1;0;0;0
776;0;31;2;25720;1;13;10;3;10;4;7;3;2;3;5;0;1;0;0
777;0;45;10;38330;2;14;24;1;7;0;7;2;1;3;9;0;0;1;0
778;0;31;16;42440;8;13;8;3;3;0;2;4;2;3;5;0;0;0;0
779;1;31;7;65000;6;22;7;5;2;2;2;2;4;1;9;0;1;0;1
780;0;45;1;177790;4;12;10;5;3;1;2;2;4;4;9;0;0;0;1
781;0;48;24;20976;4;12;15;3;2;2;2;3;1;3;6;0;0;1;0
782;0;34;7;26940;1;16;2;3;2;2;2;1;3;3;6;0;0;0;1
783;1;40;25;31490;2;15;16;1;9;4;8;4;2;3;7;1;0;1;0
784;0;28;1;176390;0;13;6;1;5;1;3;4;1;3;5;0;0;0;0
785;0;44;5;23190;3;18;7;4;5;0;3;3;3;3;5;1;0;0;0
786;0;53;2;116910;4;20;28;2;9;8;8;4;2;2;5;0;0;0;0
787;0;49;7;53240;2;19;20;2;3;1;2;1;3;2;5;0;0;0;1
788;0;40;2;167520;2;18;8;3;3;1;2;3;3;4;5;0;0;1;0
789;0;44;5;52280;1;13;6;2;5;1;3;4;2;2;6;0;0;0;0
790;0;33;10;27000;0;14;5;2;4;0;3;4;1;3;6;0;1;0;1
791;0;34;10;177790;3;15;15;5;13;3;10;4;1;3;5;0;0;0;0
792;0;30;1;25060;8;22;4;3;2;2;2;4;3;2;5;0;0;0;1
793;0;42;8;60620;1;22;12;2;12;5;8;1;4;3;5;0;1;0;0
794;0;44;5;43820;7;16;11;2;1;0;0;1;3;2;6;0;1;0;1
795;0;30;8;21430;1;17;1;2;1;0;0;3;3;2;5;1;0;1;0
796;0;54;2;61620;0;14;13;5;12;2;8;2;3;2;6;0;0;0;1
797;0;49;7;50940;3;15;28;5;8;0;7;3;2;3;5;0;0;1;0
798;0;34;2;68770;7;20;16;3;14;6;9;2;1;2;5;0;1;1;0
799;0;28;2;22740;3;20;5;5;3;1;2;1;3;4;5;0;1;0;1
800;0;29;26;44340;3;17;7;1;5;0;0;1;2;1;6;0;1;0;0
801;0;34;7;62880;0;15;16;2;15;9;10;1;2;4;7;0;0;0;0
802;0;35;7;25530;1;14;1;4;1;0;0;4;3;3;5;0;0;0;1
803;0;24;3;76540;2;17;4;3;1;0;0;2;1;2;7;0;1;0;0
804;0;24;10;51600;1;17;1;3;1;0;0;4;2;3;6;1;0;0;1
805;0;44;5;171590;5;22;16;1;2;2;2;2;3;2;9;0;1;0;0
806;0;29;10;128080;1;13;10;5;10;0;4;3;3;3;6;0;0;1;0
807;0;30;1;102210;0;19;6;2;5;1;3;3;3;4;5;0;0;1;0
808;0;54;20;47790;0;14;4;5;3;1;2;4;3;3;9;0;0;0;1
809;0;33;7;37370;8;22;8;2;5;0;2;1;2;3;6;0;0;0;1
810;0;47;8;23660;3;17;11;5;5;1;2;3;3;2;9;0;0;0;1
811;0;28;1;20976;7;12;8;3;1;0;0;3;1;2;6;0;1;0;0
812;0;28;8;163070;1;16;1;3;1;0;0;1;3;1;5;0;0;1;0
813;0;28;9;59330;0;11;5;3;4;1;3;3;1;3;5;0;1;0;0
814;0;49;5;34240;4;11;10;3;3;1;2;3;1;3;5;0;0;0;1
815;0;29;8;40370;0;14;4;2;3;0;2;4;2;3;6;0;1;0;1
816;0;28;5;25590;1;11;8;3;8;1;7;3;2;2;5;0;0;0;1
817;1;33;15;62010;2;15;14;2;1;0;0;4;3;3;7;0;0;0;0
818;0;32;7;44030;2;20;10;3;5;0;0;3;4;4;6;0;0;0;0
819;0;54;10;37610;3;12;26;3;14;1;10;2;4;3;5;0;1;1;0
820;0;29;5;109340;6;17;11;2;9;0;7;1;1;1;5;0;0;0;0
821;0;44;26;107610;3;11;24;5;20;9;10;4;1;4;6;0;0;0;1
822;0;39;6;51750;4;17;9;2;2;2;2;2;2;3;5;0;0;0;0
823;0;46;4;138260;8;11;23;1;13;5;1;3;2;4;6;0;0;0;1
824;0;35;23;63340;1;14;11;2;11;3;3;4;2;1;5;0;0;0;0
825;0;24;2;49360;0;19;5;2;4;1;2;1;3;3;6;0;0;0;0
826;0;40;2;47750;3;15;15;3;5;1;0;4;1;1;6;0;0;0;0
827;0;34;2;28180;1;13;10;2;10;8;6;4;3;3;8;0;0;0;1
828;0;31;26;25150;1;14;7;3;7;7;7;4;3;1;5;0;1;0;0
829;0;50;6;23420;1;12;28;2;20;9;9;3;4;3;8;0;1;0;0
830;1;34;25;41940;0;17;12;3;11;5;7;2;3;3;8;0;0;0;1
831;0;42;1;106850;4;11;4;2;1;0;0;3;2;3;5;0;0;0;1
832;0;37;2;20976;1;12;10;1;10;3;7;1;4;3;6;0;0;0;1
833;0;29;1;23140;3;13;9;5;7;0;7;3;1;3;5;0;0;0;1
834;0;33;1;42560;1;13;5;1;5;0;2;4;2;3;6;0;0;0;0
835;0;45;3;35800;4;20;8;1;5;0;3;4;4;3;5;0;0;0;1
836;0;42;1;31620;2;17;24;1;20;9;9;4;4;1;7;0;1;0;1
837;0;40;10;65240;0;13;9;2;8;7;1;1;1;4;5;0;0;0;1
838;0;33;9;28990;1;17;15;3;15;5;7;2;3;3;9;0;0;0;1
839;1;40;5;52310;1;12;21;4;20;7;7;3;4;3;7;0;0;0;0
840;0;24;10;23560;0;13;2;5;1;0;0;3;1;3;5;0;0;1;0
841;1;40;7;28000;3;12;8;1;2;2;2;4;4;3;7;1;0;1;0
842;0;45;4;118360;1;22;10;2;10;7;7;1;2;3;5;0;0;1;0
843;0;35;10;109030;0;11;6;3;5;4;2;2;3;3;6;0;0;0;1
844;0;32;22;29730;3;22;12;1;7;2;5;4;2;3;6;0;0;0;1
845;1;36;9;142750;3;18;7;5;3;1;2;3;4;2;8;0;0;0;0
846;0;48;12;55620;8;13;18;2;8;7;7;3;3;3;6;0;0;1;0
847;0;29;23;45370;6;18;5;5;1;0;0;3;3;2;6;0;0;0;1
848;0;33;9;76420;2;20;8;2;2;2;2;1;1;1;6;0;0;0;1
849;0;30;1;177790;1;13;10;2;10;6;7;2;1;3;6;0;0;0;1
850;0;38;9;52040;3;13;10;2;6;1;2;3;3;3;5;0;1;0;1
851;0;35;7;22770;1;12;3;2;3;1;2;4;1;3;5;0;0;0;0
852;0;30;14;27950;3;13;9;4;4;1;3;3;2;3;5;0;0;0;1
853;0;35;2;25320;1;13;1;2;1;0;0;1;1;3;8;0;0;1;0
854;0;53;19;25590;0;22;28;2;20;1;9;3;4;3;5;0;0;0;1
855;0;38;2;49080;4;19;7;3;5;1;4;3;2;3;6;0;0;0;1
856;0;32;10;23800;4;13;9;5;6;1;2;4;1;2;6;1;0;0;1
857;0;48;2;47650;8;12;10;4;8;7;6;3;1;2;5;0;0;0;1
858;0;34;3;20976;1;11;1;2;1;0;0;1;4;1;6;0;0;0;0
859;0;54;11;26930;1;18;28;5;20;2;10;3;4;3;5;0;0;0;1
860;0;34;2;65860;8;18;9;3;2;2;1;2;4;2;5;0;0;0;1
861;0;26;4;32940;1;11;1;5;1;0;0;1;4;3;6;0;0;0;1
862;0;38;14;41710;0;22;10;4;9;7;7;3;2;3;5;0;0;0;1
863;0;38;2;27780;2;13;8;5;3;1;2;2;2;4;6;0;0;0;0
864;0;36;1;23770;6;13;15;3;1;0;0;2;3;3;6;0;0;0;0
865;0;29;10;24040;1;17;10;3;10;1;5;2;1;3;6;0;0;0;0
866;1;35;12;23180;3;19;10;4;5;0;4;1;3;3;7;0;0;0;0
867;0;39;2;20976;2;12;11;3;7;7;6;4;3;3;6;0;0;0;1
868;0;29;5;62440;1;22;6;3;6;1;3;1;4;4;5;0;1;1;0
869;0;50;4;27990;4;12;27;1;1;0;0;3;3;3;8;0;0;0;1
870;0;24;7;105520;2;11;4;2;2;2;2;4;3;3;5;0;0;0;1
871;1;36;21;23290;3;15;9;2;3;0;2;1;1;3;7;0;1;0;1
872;0;42;8;40140;8;13;24;3;1;0;1;4;4;3;5;0;0;0;0
873;0;35;4;74030;1;12;10;4;10;6;8;2;3;2;5;0;0;0;1
874;0;34;25;22590;1;14;8;2;8;7;7;4;3;2;5;0;1;0;1
875;0;40;1;69320;1;13;5;5;5;1;2;4;1;3;5;0;0;0;1
876;0;43;1;46780;5;22;8;1;6;0;2;4;2;3;5;0;0;1;0
877;0;35;6;135820;1;17;1;3;1;0;1;3;4;2;6;0;0;0;1
878;0;46;12;23320;1;11;27;2;20;0;10;4;1;1;5;0;0;0;0
879;0;28;1;24130;1;16;1;2;1;0;0;3;2;3;7;0;0;0;1
880;0;24;17;97050;1;18;4;3;4;1;3;2;3;2;7;1;0;0;1
881;0;50;3;42940;2;20;28;2;20;9;10;2;3;3;8;0;1;0;1
882;0;32;3;47210;3;14;6;3;3;0;2;2;4;3;5;0;0;0;1
883;1;44;10;25190;0;21;23;2;20;1;10;2;4;2;7;0;0;1;0
884;0;30;4;21210;1;13;6;2;6;1;1;2;2;2;5;0;0;0;1
885;0;45;26;29730;1;12;10;2;10;1;4;3;1;3;7;0;0;0;0
886;0;45;2;58550;1;14;10;3;10;4;5;1;1;3;6;1;0;0;1
887;0;31;7;36170;7;21;10;5;5;0;3;4;1;3;6;0;1;0;0
888;0;36;18;67250;8;17;7;3;3;1;1;3;3;3;9;0;0;0;1
889;0;34;26;103250;1;11;9;3;9;7;2;3;4;3;5;0;1;1;0
890;0;49;1;69490;1;14;10;2;9;1;4;3;1;2;6;0;0;0;1
891;0;39;6;106090;2;17;10;2;7;7;7;2;1;3;5;0;0;0;1
892;0;27;2;44470;1;13;7;4;7;0;7;4;1;3;5;0;0;1;0
893;0;35;2;21570;1;22;16;1;16;1;10;2;1;3;6;0;0;0;1
894;0;28;23;46010;0;15;6;2;5;0;0;2;1;2;6;0;0;1;0
895;0;24;3;170990;1;14;3;2;2;2;2;3;4;3;6;0;0;0;0
896;1;24;3;24790;1;12;1;2;1;0;0;2;4;4;7;0;1;0;0
897;0;47;25;148520;3;19;27;3;5;1;0;4;3;3;5;0;0;0;1
898;0;39;2;72640;0;17;11;5;10;0;7;3;3;3;5;0;0;1;0
899;0;40;22;56660;1;14;18;2;18;9;10;1;3;3;6;0;0;0;1
900;0;35;26;78230;1;13;15;3;14;2;9;3;3;3;5;1;0;0;1
901;0;37;26;78800;3;12;9;2;4;0;2;3;3;2;6;0;0;0;1
902;0;39;2;131940;0;11;10;2;9;3;8;1;3;1;5;0;1;0;0
903;0;45;26;50670;1;11;10;3;10;3;9;4;4;3;6;0;0;1;0
904;0;38;2;50790;3;11;10;3;5;0;2;4;3;4;8;0;0;0;1
905;0;35;2;23210;8;12;15;1;13;6;0;4;1;3;5;0;0;0;1
906;0;37;22;174440;1;14;8;4;8;7;7;2;2;1;6;0;0;0;1
907;1;40;8;24040;6;17;18;2;4;3;3;3;4;2;8;0;0;0;0
908;0;44;2;34520;4;11;14;2;10;0;2;1;4;3;7;0;1;0;1
909;0;48;10;22700;2;14;23;2;2;2;2;3;4;3;5;0;1;0;1
910;1;35;9;173990;6;12;7;3;2;2;2;3;4;2;9;0;0;1;0
911;1;24;15;54880;1;22;6;5;6;1;3;1;4;3;7;0;1;0;0
912;0;27;10;177790;7;14;5;2;3;0;2;2;3;3;5;0;0;0;1
913;0;27;7;28110;2;20;6;3;4;1;2;4;4;2;5;0;1;0;0
914;1;40;16;36330;3;16;10;1;4;0;3;1;1;1;9;0;0;0;0
915;0;29;20;41630;8;15;8;4;5;1;4;3;3;3;6;0;0;0;0
916;0;36;23;21320;4;20;9;1;3;0;2;2;1;3;6;0;0;0;1
917;0;25;5;139730;1;14;7;3;7;0;7;4;3;3;5;0;1;1;0
918;0;39;10;26840;4;12;7;2;5;1;0;4;2;3;5;0;0;0;1
919;0;49;4;108450;3;22;27;4;4;1;2;1;2;3;6;0;0;0;1
920;0;50;2;43770;5;12;19;2;14;1;10;4;1;3;6;0;0;1;0
921;0;24;18;37430;1;13;2;2;2;2;2;3;3;3;5;0;0;0;0
922;0;34;10;41480;1;11;11;3;11;7;9;4;2;3;6;0;0;1;0
923;0;36;1;20976;2;14;15;2;4;1;3;1;2;3;5;0;0;0;0
924;0;49;6;107390;2;11;28;3;15;2;10;3;3;3;7;0;0;0;1
925;0;36;8;103880;0;14;4;2;3;1;2;4;3;3;6;1;0;0;1
926;0;36;2;114160;6;16;13;2;5;0;4;4;1;3;5;0;0;1;0
927;0;54;24;26000;3;14;28;5;10;4;7;2;3;3;6;0;0;0;1
928;0;43;2;24220;1;11;14;2;14;6;10;3;3;3;6;0;0;0;1
929;1;35;17;54720;3;11;13;3;11;6;7;4;4;4;7;0;1;0;0
930;1;38;19;24510;7;12;19;3;13;2;9;4;4;4;6;0;1;0;1
931;0;29;1;42400;1;14;10;2;10;0;9;1;2;2;9;0;0;1;0
932;0;33;7;109990;1;18;6;3;6;0;4;4;4;3;5;0;0;1;0
933;0;32;5;50030;3;13;10;5;9;1;6;4;2;2;5;0;0;1;0
934;0;31;26;127420;1;11;10;4;10;0;2;1;4;3;6;0;0;0;1
935;0;49;2;42270;4;18;17;3;2;2;2;4;1;2;8;0;0;1;0
936;0;38;26;39170;1;15;4;2;4;3;3;4;2;3;6;0;1;0;0
937;0;47;1;177790;6;22;28;2;3;1;2;2;2;3;5;0;0;1;0
938;0;49;21;23800;4;13;23;3;8;0;0;3;3;3;5;0;0;0;0
939;0;41;24;137260;3;12;21;5;2;0;2;4;3;3;9;0;0;0;0
940;0;24;1;47770;1;18;2;3;2;0;2;4;1;3;6;0;0;0;0
941;1;33;18;63850;1;13;7;5;6;1;2;3;4;3;8;1;0;1;0
942;0;36;2;177790;6;12;10;2;3;0;2;1;3;2;5;0;0;0;1
943;0;44;9;68610;4;12;8;2;2;2;2;3;4;3;7;0;0;1;0
944;0;24;6;49690;1;12;5;3;5;1;2;4;3;3;7;0;0;0;0
945;0;38;11;177790;7;11;7;3;1;0;0;4;3;2;6;0;0;0;1
946;0;53;24;133200;3;11;11;2;4;1;2;2;4;3;6;0;0;0;1
947;0;48;10;63470;2;12;19;3;9;7;7;4;3;3;8;0;1;0;1
948;0;32;1;27430;1;19;1;2;1;0;0;4;2;3;6;0;0;0;0
949;0;26;18;108800;1;22;7;5;7;5;7;4;4;3;6;1;0;0;0
950;0;54;23;23420;5;11;8;2;4;1;2;1;2;3;6;0;0;1;0
951;0;34;26;176500;1;19;15;5;15;4;10;2;4;4;6;0;0;0;1
952;0;54;17;40250;3;13;19;5;1;0;0;3;4;4;5;0;0;1;0
953;0;33;3;97250;1;11;14;1;14;2;10;2;2;3;6;0;0;0;1
954;0;37;13;119040;1;12;6;4;6;1;3;3;4;2;5;0;1;1;0
955;0;34;7;21770;1;13;10;5;10;8;7;2;4;3;5;0;0;0;1
956;1;24;12;75250;1;14;3;2;3;0;2;3;4;3;8;0;0;1;0
957;0;44;1;48340;1;14;9;1;8;6;7;3;4;3;7;0;0;0;1
958;1;35;13;20976;0;16;6;2;5;1;4;1;4;4;6;0;1;0;0
959;1;43;25;22200;1;11;10;2;10;8;8;4;4;3;7;0;0;0;1
960;0;24;6;20976;1;13;5;3;5;0;4;3;3;3;5;0;0;0;1
961;0;41;6;28210;1;17;10;3;10;8;7;4;3;3;5;0;0;0;0
962;0;29;2;177790;8;11;9;2;5;1;2;4;3;3;6;0;0;0;1
963;0;36;1;41070;3;11;17;2;13;6;7;3;4;2;5;0;0;0;0
964;0;45;2;83960;3;15;25;3;20;9;4;3;3;2;5;1;0;0;1
965;0;24;6;20976;1;12;1;2;1;0;0;4;3;3;5;0;0;0;1
966;0;47;1;177790;7;11;25;1;20;9;10;3;3;1;5;0;1;0;1
967;0;26;9;106860;1;14;3;2;3;0;2;4;3;4;6;0;0;0;1
968;0;45;1;29420;1;22;21;4;20;8;6;4;2;3;5;0;0;0;0
969;0;32;1;88580;6;16;10;2;5;1;3;1;3;2;5;0;1;0;1
970;0;31;14;167560;1;11;6;5;5;0;3;2;3;4;5;0;0;0;1
971;0;41;2;107980;6;14;10;5;3;1;2;3;2;3;6;1;0;0;1
972;1;40;22;23230;2;16;18;2;1;0;0;2;1;3;8;0;0;0;1
973;0;24;3;20976;1;15;6;3;6;1;2;2;1;4;5;0;0;1;0
974;0;46;6;46150;6;12;19;3;10;0;9;3;2;3;6;0;0;0;0
975;0;35;8;24610;2;20;17;4;7;0;7;4;3;3;6;0;0;0;1
976;0;30;9;87220;1;17;10;3;10;0;8;2;4;2;6;0;0;0;1
977;0;47;3;39550;7;12;4;5;1;0;0;3;2;1;6;1;0;0;1
978;0;46;1;99570;4;20;13;1;10;0;3;3;4;2;8;0;0;1;0
979;0;36;1;33760;5;20;16;3;2;2;2;2;1;3;9;0;0;1;0
980;0;32;26;88230;6;13;10;3;1;0;0;1;2;3;6;0;0;0;0
981;0;24;6;103220;1;14;3;2;3;1;2;3;2;1;5;0;0;0;0
982;0;31;3;46210;2;18;9;3;5;1;4;4;4;2;5;0;1;0;0
983;1;39;3;109760;1;11;9;3;9;5;8;4;4;3;9;1;0;0;1
984;0;32;6;36600;3;11;10;1;4;0;2;4;3;1;6;0;0;0;1
985;0;40;6;104820;1;11;21;5;20;9;8;2;2;2;6;0;0;0;0
986;0;45;19;71190;4;15;9;2;5;0;3;3;3;4;6;0;0;0;1
987;0;30;9;95820;0;12;10;2;9;0;7;4;1;3;5;0;1;0;0
988;0;24;3;45080;0;11;3;5;2;2;1;1;4;3;5;0;1;0;1
989;1;30;10;22070;6;14;6;4;4;1;2;3;4;2;5;0;1;1;0
990;0;31;3;77560;1;15;6;3;5;0;2;1;3;3;6;0;0;0;1
991;0;27;3;66940;1;13;6;2;6;1;4;3;4;2;5;0;0;0;0
992;0;29;4;36910;1;13;2;3;2;2;2;2;2;3;5;0;0;0;0
993;0;29;8;23770;8;21;10;2;3;0;2;4;3;4;7;0;1;0;0
994;0;30;7;23130;2;11;12;5;7;1;7;3;1;3;6;0;0;1;0
995;1;34;1;176650;0;11;6;5;5;1;2;4;4;3;8;0;0;0;1
996;0;33;2;25960;8;14;13;4;11;1;7;4;2;2;6;1;0;0;0
997;0;49;3;47280;3;11;8;4;5;0;4;4;4;4;6;0;0;0;0
998;0;33;10;43020;2;13;11;3;1;0;0;1;1;2;6;0;0;0;0
999;0;38;26;29790;4;12;9;3;6;0;5;3;2;2;6;0;1;0;1
1000;0;31;9;168850;2;14;10;2;1;0;0;1;3;3;5;0;0;0;1
1001;0;29;3;55930;1;13;1;3;1;0;0;4;1;3;5;0;0;1;0
1002;0;30;2;104450;3;18;10;3;7;1;7;3;3;3;5;0;0;0;1
1003;0;32;10;87400;2;11;12;2;7;0;7;2;2;3;5;1;0;0;0
1004;1;38;8;25140;3;11;15;2;1;1;0;2;4;3;7;0;0;0;1
